record_ID,sku_id,day,month,year,cost,predicted_demand
219154,216425,6,8,2025,141.7875,38
219179,216425,6,8,2025,133.95,40
219200,216425,13,8,2025,133.2375,35
219218,216425,13,8,2025,133.95,71
219243,216425,13,8,2025,116.1375,20
219294,216425,13,8,2025,140.3625,61
219319,216425,13,8,2025,137.5125,52
219344,216425,13,8,2025,141.075,58
219368,216425,13,8,2025,131.1,33
219389,216425,13,8,2025,115.425,20
219410,216425,13,8,2025,134.6625,37
219434,216425,13,8,2025,129.675,31
219452,216425,13,8,2025,129.675,32
219471,216425,13,8,2025,141.075,65
219493,216425,13,8,2025,140.3625,51
219534,216425,13,8,2025,129.675,17
219577,216425,13,8,2025,140.3625,64
219604,216425,13,8,2025,139.65,54
219627,216425,13,8,2025,116.1375,19
219651,216425,13,8,2025,115.425,21
219682,216425,13,8,2025,137.5125,47
219701,216425,13,8,2025,114.7125,18
219725,216425,13,8,2025,140.3625,61
219750,216425,13,8,2025,128.9625,35
219770,216425,13,8,2025,133.95,51
219791,216425,13,8,2025,141.7875,63
219829,216425,13,8,2025,122.55,14
219854,216425,13,8,2025,128.9625,13
219875,216425,13,8,2025,141.7875,45
219901,216425,13,8,2025,130.3875,15
219922,216425,13,8,2025,115.425,27
219944,216425,13,8,2025,110.4375,28
219966,216425,13,8,2025,132.525,41
219990,216425,13,8,2025,139.65,62
220007,216425,13,8,2025,137.5125,60
220027,216425,13,8,2025,140.3625,57
220047,216425,13,8,2025,131.1,32
220063,216425,13,8,2025,113.2875,20
220085,216425,13,8,2025,133.2375,43
220125,216425,13,8,2025,134.6625,43
220145,216425,13,8,2025,131.8125,49
220167,216425,13,8,2025,132.525,60
220191,216425,13,8,2025,133.2375,48
220212,216425,13,8,2025,129.675,25
220233,216425,13,8,2025,131.8125,39
220255,216425,13,8,2025,139.65,56
220274,216425,13,8,2025,140.3625,56
220295,216425,13,8,2025,141.075,62
220320,216425,13,8,2025,140.3625,70
220347,216425,13,8,2025,128.9625,15
220366,216425,13,8,2025,134.6625,28
220398,216425,13,8,2025,141.075,59
220421,216425,13,8,2025,141.7875,43
220440,216425,13,8,2025,141.075,72
220505,216425,13,8,2025,128.25,27
220526,216425,13,8,2025,140.3625,58
220553,216425,13,8,2025,138.9375,51
220571,216425,13,8,2025,140.3625,62
220593,216425,13,8,2025,141.075,75
220618,216425,13,8,2025,132.525,24
220660,216425,13,8,2025,114.7125,18
220679,216425,13,8,2025,131.1,22
220700,216425,13,8,2025,138.9375,53
220724,216425,13,8,2025,138.9375,56
220742,216425,13,8,2025,141.7875,52
220761,216425,13,8,2025,111.8625,24
220786,216425,13,8,2025,141.075,65
220811,216425,13,8,2025,133.95,43
220831,216425,20,8,2025,121.125,-1
220850,216425,20,8,2025,126.825,15
220875,216425,20,8,2025,116.1375,10
220926,216425,20,8,2025,140.3625,24
220951,216425,20,8,2025,138.225,41
220975,216425,20,8,2025,138.225,29
220999,216425,20,8,2025,131.1,24
221020,216425,20,8,2025,109.725,5
221043,216425,20,8,2025,134.6625,19
221067,216425,20,8,2025,129.675,16
221085,216425,20,8,2025,129.675,12
221104,216425,20,8,2025,133.2375,49
221126,216425,20,8,2025,139.65,34
221166,216425,20,8,2025,129.675,11
221210,216425,20,8,2025,139.65,44
221237,216425,20,8,2025,137.5125,29
221260,216425,20,8,2025,111.15,4
221284,216425,20,8,2025,115.425,8
221315,216425,20,8,2025,135.375,12
221334,216425,20,8,2025,118.9875,4
221358,216425,20,8,2025,135.375,33
221383,216425,20,8,2025,128.9625,19
221403,216425,20,8,2025,133.2375,30
221425,216425,20,8,2025,141.075,34
221463,216425,20,8,2025,116.1375,8
221488,216425,20,8,2025,128.9625,6
221509,216425,20,8,2025,137.5125,29
221535,216425,20,8,2025,130.3875,-1
221556,216425,20,8,2025,109.725,17
221578,216425,20,8,2025,113.2875,10
221600,216425,20,8,2025,132.525,22
221624,216425,20,8,2025,141.075,44
221641,216425,20,8,2025,137.5125,37
221661,216425,20,8,2025,138.9375,30
221681,216425,20,8,2025,131.1,25
221697,216425,20,8,2025,113.2875,6
221720,216425,20,8,2025,133.2375,28
221761,216425,20,8,2025,134.6625,26
221781,216425,20,8,2025,131.8125,29
221803,216425,20,8,2025,130.3875,22
221827,216425,20,8,2025,133.2375,32
221848,216425,20,8,2025,129.675,7
221869,216425,20,8,2025,131.8125,21
221891,216425,20,8,2025,139.65,35
221911,216425,20,8,2025,140.3625,38
221932,216425,20,8,2025,138.9375,35
221955,216425,20,8,2025,140.3625,50
221982,216425,20,8,2025,128.9625,2
222001,216425,20,8,2025,134.6625,10
222033,216425,20,8,2025,141.7875,25
222056,216425,20,8,2025,141.7875,25
222077,216425,20,8,2025,141.075,56
222142,216425,20,8,2025,128.25,11
222163,216425,20,8,2025,138.225,31
222190,216425,20,8,2025,141.075,43
222208,216425,20,8,2025,130.3875,0
222230,216425,20,8,2025,138.9375,43
222255,216425,20,8,2025,132.525,12
222297,216425,20,8,2025,112.575,1
222316,216425,20,8,2025,131.1,26
222337,216425,20,8,2025,132.525,24
222361,216425,20,8,2025,136.0875,24
222379,216425,20,8,2025,133.95,54
222398,216425,20,8,2025,113.2875,16
222423,216425,20,8,2025,136.8,44
222448,216425,20,8,2025,133.95,41
222469,216425,27,8,2025,133.2375,43
222487,216425,27,8,2025,130.3875,21
222512,216425,27,8,2025,109.0125,19
222563,216425,27,8,2025,136.8,42
222588,216425,27,8,2025,138.225,44
222613,216425,27,8,2025,136.0875,40
222637,216425,27,8,2025,131.1,33
222658,216425,27,8,2025,115.425,23
222681,216425,27,8,2025,134.6625,40
222705,216425,27,8,2025,129.675,31
222723,216425,27,8,2025,129.675,23
222742,216425,27,8,2025,138.225,53
222764,216425,27,8,2025,141.075,45
222805,216425,27,8,2025,129.675,14
222849,216425,27,8,2025,135.375,37
222877,216425,27,8,2025,140.3625,49
222900,216425,27,8,2025,111.15,16
222924,216425,27,8,2025,111.8625,17
222955,216425,27,8,2025,141.075,44
222974,216425,27,8,2025,111.15,13
222998,216425,27,8,2025,136.0875,40
223023,216425,27,8,2025,128.9625,29
223043,216425,27,8,2025,128.9625,24
223065,216425,27,8,2025,130.3875,34
223103,216425,27,8,2025,117.5625,31
223128,216425,27,8,2025,128.9625,20
223149,216425,27,8,2025,136.8,48
223175,216425,27,8,2025,130.3875,17
223196,216425,27,8,2025,115.425,22
223218,216425,27,8,2025,113.2875,19
223239,216425,27,8,2025,132.525,40
223263,216425,27,8,2025,138.225,54
223280,216425,27,8,2025,139.65,52
223300,216425,27,8,2025,139.65,52
223320,216425,27,8,2025,131.1,22
223336,216425,27,8,2025,118.9875,14
223359,216425,27,8,2025,133.2375,25
223400,216425,27,8,2025,121.125,28
223421,216425,27,8,2025,131.8125,35
223443,216425,27,8,2025,131.1,24
223467,216425,27,8,2025,133.2375,45
223488,216425,27,8,2025,129.675,23
223509,216425,27,8,2025,131.8125,39
223531,216425,27,8,2025,136.8,39
223550,216425,27,8,2025,138.9375,43
223571,216425,27,8,2025,136.0875,30
223596,216425,27,8,2025,135.375,30
223623,216425,27,8,2025,128.9625,12
223642,216425,27,8,2025,134.6625,22
223674,216425,27,8,2025,139.65,50
223697,216425,27,8,2025,134.6625,27
223718,216425,27,8,2025,135.375,34
223783,216425,27,8,2025,116.1375,19
223804,216425,27,8,2025,137.5125,39
223831,216425,27,8,2025,140.3625,48
223849,216425,27,8,2025,140.3625,54
223871,216425,27,8,2025,139.65,63
223895,216425,27,8,2025,132.525,21
223937,216425,27,8,2025,111.8625,11
223956,216425,27,8,2025,131.1,29
223977,216425,27,8,2025,133.95,43
224001,216425,27,8,2025,132.525,52
224019,216425,27,8,2025,141.7875,72
224038,216425,27,8,2025,113.2875,14
224063,216425,27,8,2025,136.0875,41
224088,216425,27,8,2025,133.95,53
224109,216425,3,9,2025,134.6625,29
224128,216425,3,9,2025,130.3875,28
224153,216425,3,9,2025,130.3875,16
224203,216425,3,9,2025,137.5125,34
224228,216425,3,9,2025,138.9375,36
224253,216425,3,9,2025,135.375,24
224277,216425,3,9,2025,131.1,10
224298,216425,3,9,2025,129.675,14
224320,216425,3,9,2025,126.825,11
224344,216425,3,9,2025,125.4,15
224362,216425,3,9,2025,127.5375,19
224381,216425,3,9,2025,138.9375,34
224403,216425,3,9,2025,140.3625,40
224444,216425,3,9,2025,129.675,18
224488,216425,3,9,2025,138.225,46
224516,216425,3,9,2025,138.9375,33
224539,216425,3,9,2025,120.4125,7
224563,216425,3,9,2025,128.9625,8
224593,216425,3,9,2025,134.6625,20
224611,216425,3,9,2025,131.1,19
224634,216425,3,9,2025,136.8,46
224659,216425,3,9,2025,133.2375,40
224679,216425,3,9,2025,129.675,13
224700,216425,3,9,2025,138.225,43
224736,216425,3,9,2025,132.525,20
224761,216425,3,9,2025,128.9625,11
224782,216425,3,9,2025,139.65,53
224807,216425,3,9,2025,127.5375,14
224827,216425,3,9,2025,131.1,14
224849,216425,3,9,2025,123.975,19
224870,216425,3,9,2025,130.3875,10
224894,216425,3,9,2025,139.65,39
224911,216425,3,9,2025,133.95,38
224931,216425,3,9,2025,139.65,55
224951,216425,3,9,2025,129.675,18
224967,216425,3,9,2025,129.675,16
224990,216425,3,9,2025,127.5375,17
225030,216425,3,9,2025,128.25,14
225051,216425,3,9,2025,123.2625,18
225073,216425,3,9,2025,131.1,19
225097,216425,3,9,2025,126.1125,22
225118,216425,3,9,2025,127.5375,23
225138,216425,3,9,2025,130.3875,18
225160,216425,3,9,2025,139.65,45
225180,216425,3,9,2025,139.65,42
225201,216425,3,9,2025,138.9375,45
225226,216425,3,9,2025,135.375,33
225253,216425,3,9,2025,128.9625,10
225272,216425,3,9,2025,128.25,8
225303,216425,3,9,2025,130.3875,8
225326,216425,3,9,2025,138.9375,41
225347,216425,3,9,2025,138.9375,37
225412,216425,3,9,2025,128.9625,12
225433,216425,3,9,2025,137.5125,41
225460,216425,3,9,2025,141.075,48
225478,216425,3,9,2025,139.65,53
225500,216425,3,9,2025,136.8,55
225524,216425,3,9,2025,128.9625,14
225566,216425,3,9,2025,121.125,7
225585,216425,3,9,2025,132.525,20
225606,216425,3,9,2025,137.5125,44
225630,216425,3,9,2025,141.075,41
225648,216425,3,9,2025,136.0875,30
225667,216425,3,9,2025,134.6625,26
225692,216425,3,9,2025,138.225,38
225717,216425,3,9,2025,129.675,8
225738,216425,10,9,2025,133.95,38
225757,216425,10,9,2025,130.3875,22
225782,216425,10,9,2025,131.1,20
225833,216425,10,9,2025,134.6625,35
225858,216425,10,9,2025,138.225,49
225882,216425,10,9,2025,137.5125,44
225906,216425,10,9,2025,126.1125,14
225927,216425,10,9,2025,130.3875,12
225950,216425,10,9,2025,129.675,17
225973,216425,10,9,2025,129.675,18
225991,216425,10,9,2025,128.25,21
226010,216425,10,9,2025,140.3625,47
226032,216425,10,9,2025,141.075,48
226073,216425,10,9,2025,126.825,11
226117,216425,10,9,2025,140.3625,53
226145,216425,10,9,2025,138.9375,39
226168,216425,10,9,2025,131.8125,17
226192,216425,10,9,2025,128.9625,20
226223,216425,10,9,2025,135.375,28
226242,216425,10,9,2025,128.9625,16
226266,216425,10,9,2025,134.6625,30
226291,216425,10,9,2025,129.675,23
226311,216425,10,9,2025,131.1,24
226332,216425,10,9,2025,136.0875,32
226370,216425,10,9,2025,128.9625,19
226395,216425,10,9,2025,121.125,17
226416,216425,10,9,2025,138.9375,43
226442,216425,10,9,2025,125.4,15
226463,216425,10,9,2025,131.8125,24
226485,216425,10,9,2025,120.4125,19
226507,216425,10,9,2025,131.1,25
226531,216425,10,9,2025,140.3625,43
226548,216425,10,9,2025,138.9375,40
226567,216425,10,9,2025,141.075,56
226587,216425,10,9,2025,131.8125,17
226603,216425,10,9,2025,130.3875,9
226626,216425,10,9,2025,128.9625,16
226667,216425,10,9,2025,134.6625,25
226687,216425,10,9,2025,133.95,48
226709,216425,10,9,2025,132.525,38
226733,216425,10,9,2025,130.3875,24
226754,216425,10,9,2025,128.9625,19
226775,216425,10,9,2025,131.1,23
226795,216425,10,9,2025,131.8125,33
226814,216425,10,9,2025,139.65,50
226835,216425,10,9,2025,135.375,33
226860,216425,10,9,2025,137.5125,51
226885,216425,10,9,2025,128.9625,15
226904,216425,10,9,2025,128.25,11
226936,216425,10,9,2025,137.5125,48
226959,216425,10,9,2025,140.3625,54
226980,216425,10,9,2025,133.95,35
227044,216425,10,9,2025,131.8125,21
227064,216425,10,9,2025,138.9375,46
227091,216425,10,9,2025,139.65,53
227109,216425,10,9,2025,138.9375,52
227131,216425,10,9,2025,138.9375,57
227156,216425,10,9,2025,131.1,17
227198,216425,10,9,2025,125.4,15
227217,216425,10,9,2025,128.25,10
227238,216425,10,9,2025,139.65,53
227262,216425,10,9,2025,141.075,55
227280,216425,10,9,2025,141.7875,50
227299,216425,10,9,2025,126.1125,16
227324,216425,10,9,2025,137.5125,48
227349,216425,10,9,2025,129.675,9
227370,216425,17,9,2025,134.6625,29
227389,216425,17,9,2025,133.2375,50
227414,216425,17,9,2025,127.5375,15
227465,216425,17,9,2025,136.8,46
227490,216425,17,9,2025,140.3625,49
227515,216425,17,9,2025,138.9375,49
227539,216425,17,9,2025,130.3875,20
227559,216425,17,9,2025,131.1,13
227582,216425,17,9,2025,128.25,14
227606,216425,17,9,2025,128.9625,13
227624,216425,17,9,2025,124.6875,19
227643,216425,17,9,2025,139.65,48
227665,216425,17,9,2025,140.3625,49
227706,216425,17,9,2025,121.8375,18
227750,216425,17,9,2025,140.3625,52
227778,216425,17,9,2025,141.075,49
227801,216425,17,9,2025,132.525,20
227825,216425,17,9,2025,128.9625,25
227856,216425,17,9,2025,140.3625,53
227875,216425,17,9,2025,117.5625,25
227899,216425,17,9,2025,136.0875,39
227924,216425,17,9,2025,130.3875,41
227944,216425,17,9,2025,128.9625,20
227966,216425,17,9,2025,138.225,44
228004,216425,17,9,2025,131.8125,27
228029,216425,17,9,2025,128.9625,20
228050,216425,17,9,2025,141.7875,45
228076,216425,17,9,2025,124.6875,15
228096,216425,17,9,2025,125.4,12
228117,216425,17,9,2025,126.1125,20
228139,216425,17,9,2025,123.2625,20
228163,216425,17,9,2025,141.075,44
228180,216425,17,9,2025,136.8,43
228200,216425,17,9,2025,139.65,51
228219,216425,17,9,2025,127.5375,21
228235,216425,17,9,2025,128.25,14
228258,216425,17,9,2025,131.8125,28
228299,216425,17,9,2025,133.2375,25
228320,216425,17,9,2025,127.5375,27
228342,216425,17,9,2025,132.525,40
228366,216425,17,9,2025,126.1125,21
228387,216425,17,9,2025,130.3875,20
228408,216425,17,9,2025,128.25,21
228430,216425,17,9,2025,138.9375,46
228450,216425,17,9,2025,140.3625,47
228471,216425,17,9,2025,136.8,47
228496,216425,17,9,2025,139.65,61
228523,216425,17,9,2025,128.9625,14
228542,216425,17,9,2025,128.9625,12
228574,216425,17,9,2025,137.5125,45
228597,216425,17,9,2025,140.3625,53
228618,216425,17,9,2025,141.075,57
228683,216425,17,9,2025,127.5375,18
228704,216425,17,9,2025,141.075,55
228731,216425,17,9,2025,141.7875,39
228749,216425,17,9,2025,136.0875,25
228771,216425,17,9,2025,140.3625,76
228796,216425,17,9,2025,131.8125,19
228838,216425,17,9,2025,129.675,10
228857,216425,17,9,2025,128.9625,20
228878,216425,17,9,2025,136.0875,25
228902,216425,17,9,2025,141.7875,48
228920,216425,17,9,2025,141.075,56
228939,216425,17,9,2025,129.675,17
228964,216425,17,9,2025,139.65,61
228989,216425,17,9,2025,130.3875,12
229010,216425,24,9,2025,133.2375,31
229029,216425,24,9,2025,132.525,38
229054,216425,24,9,2025,126.825,12
229105,216425,24,9,2025,139.65,46
229130,216425,24,9,2025,136.8,37
229155,216425,24,9,2025,140.3625,55
229179,216425,24,9,2025,130.3875,16
229200,216425,24,9,2025,127.5375,11
229223,216425,24,9,2025,127.5375,14
229247,216425,24,9,2025,123.975,17
229265,216425,24,9,2025,128.25,17
229284,216425,24,9,2025,138.9375,36
229306,216425,24,9,2025,141.7875,32
229347,216425,24,9,2025,121.125,13
229390,216425,24,9,2025,138.225,42
229418,216425,24,9,2025,141.075,45
229441,216425,24,9,2025,128.25,9
229465,216425,24,9,2025,122.55,14
229495,216425,24,9,2025,139.65,42
229514,216425,24,9,2025,128.25,13
229538,216425,24,9,2025,132.525,29
229563,216425,24,9,2025,123.975,24
229583,216425,24,9,2025,131.1,21
229605,216425,24,9,2025,136.8,41
229643,216425,24,9,2025,128.25,18
229668,216425,24,9,2025,122.55,20
229689,216425,24,9,2025,141.075,42
229715,216425,24,9,2025,118.275,23
229736,216425,24,9,2025,126.825,22
229758,216425,24,9,2025,121.8375,25
229780,216425,24,9,2025,126.1125,18
229804,216425,24,9,2025,141.7875,28
229821,216425,24,9,2025,140.3625,42
229841,216425,24,9,2025,138.9375,44
229861,216425,24,9,2025,123.975,17
229877,216425,24,9,2025,118.9875,9
229900,216425,24,9,2025,123.2625,17
229941,216425,24,9,2025,128.9625,13
229962,216425,24,9,2025,128.9625,18
229984,216425,24,9,2025,132.525,35
230008,216425,24,9,2025,118.275,37
230029,216425,24,9,2025,122.55,35
230050,216425,24,9,2025,124.6875,24
230072,216425,24,9,2025,141.7875,26
230092,216425,24,9,2025,139.65,43
230113,216425,24,9,2025,133.95,32
230138,216425,24,9,2025,136.8,53
230165,216425,24,9,2025,116.85,18
230184,216425,24,9,2025,119.7,12
230216,216425,24,9,2025,138.225,41
230238,216425,24,9,2025,139.65,50
230259,216425,24,9,2025,140.3625,61
230322,216425,24,9,2025,123.2625,21
230343,216425,24,9,2025,138.225,44
230370,216425,24,9,2025,139.65,45
230388,216425,24,9,2025,138.225,42
230410,216425,24,9,2025,140.3625,61
230435,216425,24,9,2025,120.4125,15
230477,216425,24,9,2025,129.675,8
230496,216425,24,9,2025,126.1125,18
230517,216425,24,9,2025,140.3625,44
230541,216425,24,9,2025,139.65,48
230559,216425,24,9,2025,141.075,52
230577,216425,24,9,2025,122.55,18
230602,216425,24,9,2025,133.2375,25
230627,216425,24,9,2025,128.25,11
230648,216425,1,10,2025,134.6625,30
230667,216425,1,10,2025,131.8125,29
230692,216425,1,10,2025,116.1375,18
230743,216425,1,10,2025,138.9375,41
230768,216425,1,10,2025,140.3625,53
230793,216425,1,10,2025,140.3625,56
230817,216425,1,10,2025,130.3875,14
230838,216425,1,10,2025,127.5375,12
230861,216425,1,10,2025,127.5375,13
230885,216425,1,10,2025,113.2875,18
230903,216425,1,10,2025,128.25,16
230922,216425,1,10,2025,139.65,52
230944,216425,1,10,2025,141.075,46
230985,216425,1,10,2025,113.2875,22
231029,216425,1,10,2025,140.3625,55
231057,216425,1,10,2025,139.65,46
231080,216425,1,10,2025,116.1375,12
231104,216425,1,10,2025,114.7125,27
231135,216425,1,10,2025,140.3625,47
231154,216425,1,10,2025,117.5625,27
231177,216425,1,10,2025,139.65,52
231202,216425,1,10,2025,116.85,37
231222,216425,1,10,2025,131.8125,38
231244,216425,1,10,2025,138.9375,50
231282,216425,1,10,2025,128.25,6
231307,216425,1,10,2025,113.2875,18
231328,216425,1,10,2025,137.5125,30
231354,216425,1,10,2025,113.2875,15
231375,216425,1,10,2025,114.7125,18
231397,216425,1,10,2025,111.15,21
231419,216425,1,10,2025,126.1125,18
231443,216425,1,10,2025,140.3625,47
231460,216425,1,10,2025,138.9375,40
231479,216425,1,10,2025,138.9375,39
231499,216425,1,10,2025,113.2875,15
231515,216425,1,10,2025,114.0,10
231538,216425,1,10,2025,115.425,14
231579,216425,1,10,2025,118.275,24
231600,216425,1,10,2025,128.9625,24
231622,216425,1,10,2025,133.2375,48
231646,216425,1,10,2025,114.7125,21
231667,216425,1,10,2025,111.15,17
231688,216425,1,10,2025,116.1375,24
231710,216425,1,10,2025,139.65,39
231730,216425,1,10,2025,138.225,48
231751,216425,1,10,2025,140.3625,55
231776,216425,1,10,2025,141.075,53
231803,216425,1,10,2025,117.5625,17
231822,216425,1,10,2025,116.1375,15
231854,216425,1,10,2025,140.3625,49
231877,216425,1,10,2025,140.3625,58
231898,216425,1,10,2025,141.7875,38
231963,216425,1,10,2025,111.8625,20
231984,216425,1,10,2025,137.5125,40
232011,216425,1,10,2025,140.3625,50
232029,216425,1,10,2025,141.075,57
232051,216425,1,10,2025,140.3625,61
232076,216425,1,10,2025,116.85,17
232118,216425,1,10,2025,129.675,11
232137,216425,1,10,2025,114.0,20
232158,216425,1,10,2025,140.3625,44
232182,216425,1,10,2025,138.9375,64
232200,216425,1,10,2025,139.65,58
232219,216425,1,10,2025,114.7125,23
232244,216425,1,10,2025,138.9375,37
232269,216425,1,10,2025,128.25,14
213056,217217,16,7,2025,376.9125,32
213079,217217,16,7,2025,264.3375,24
213103,217217,16,7,2025,266.475,44
213202,217217,16,7,2025,270.0375,28
213282,217217,16,7,2025,270.0375,19
213354,217217,16,7,2025,263.625,28
213375,217217,16,7,2025,265.7625,21
213418,217217,16,7,2025,257.925,16
213538,217217,16,7,2025,258.6375,20
213561,217217,16,7,2025,270.0375,25
213579,217217,16,7,2025,270.0375,25
213600,217217,16,7,2025,237.975,28
213688,217217,16,7,2025,270.0375,36
213963,217217,16,7,2025,260.775,23
214011,217217,16,7,2025,376.9125,30
214051,217217,16,7,2025,245.1,36
214076,217217,16,7,2025,266.475,23
214098,217217,16,7,2025,270.0375,26
214136,217217,16,7,2025,265.7625,22
214218,217217,16,7,2025,270.0375,26
214333,217217,23,7,2025,257.925,28
214357,217217,23,7,2025,270.0375,19
214457,217217,23,7,2025,263.625,18
214478,217217,23,7,2025,265.05,18
214501,217217,23,7,2025,262.2,19
214625,217217,23,7,2025,267.9,19
214696,217217,23,7,2025,376.9125,30
214719,217217,23,7,2025,264.3375,19
214743,217217,23,7,2025,266.475,39
214841,217217,23,7,2025,270.0375,22
214921,217217,23,7,2025,270.0375,13
214993,217217,23,7,2025,263.625,28
215014,217217,23,7,2025,265.7625,16
215058,217217,23,7,2025,257.925,16
215177,217217,23,7,2025,258.6375,20
215200,217217,23,7,2025,270.0375,20
215218,217217,23,7,2025,270.0375,20
215239,217217,23,7,2025,237.975,28
215327,217217,23,7,2025,270.0375,43
215600,217217,23,7,2025,260.775,23
215648,217217,23,7,2025,376.9125,28
215688,217217,23,7,2025,245.1,36
215713,217217,23,7,2025,266.475,19
215736,217217,23,7,2025,270.0375,22
215773,217217,23,7,2025,265.7625,17
215855,217217,23,7,2025,270.0375,21
215970,217217,30,7,2025,270.0375,23
215994,217217,30,7,2025,263.625,25
216094,217217,30,7,2025,256.5,17
216115,217217,30,7,2025,258.6375,20
216138,217217,30,7,2025,260.775,25
216261,217217,30,7,2025,262.9125,25
216332,217217,30,7,2025,376.9125,25
216355,217217,30,7,2025,260.0625,31
216379,217217,30,7,2025,266.475,19
216478,217217,30,7,2025,270.0375,22
216558,217217,30,7,2025,263.625,18
216630,217217,30,7,2025,257.925,23
216651,217217,30,7,2025,262.2,25
216695,217217,30,7,2025,265.7625,22
216815,217217,30,7,2025,258.6375,22
216838,217217,30,7,2025,262.2,22
216856,217217,30,7,2025,258.6375,22
216877,217217,30,7,2025,237.975,33
216963,217217,30,7,2025,259.35,44
217236,217217,30,7,2025,257.925,24
217284,217217,30,7,2025,278.5875,26
217324,217217,30,7,2025,285.0,21
217349,217217,30,7,2025,266.475,25
217372,217217,30,7,2025,270.0375,33
217410,217217,30,7,2025,262.9125,25
217492,217217,30,7,2025,254.3625,18
217607,217217,6,8,2025,265.05,49
217631,217217,6,8,2025,267.1875,52
217732,217217,6,8,2025,264.3375,51
217753,217217,6,8,2025,264.3375,48
217775,217217,6,8,2025,263.625,43
217899,217217,6,8,2025,257.2125,47
217971,217217,6,8,2025,285.0,52
217994,217217,6,8,2025,260.0625,53
218018,217217,6,8,2025,266.475,58
218117,217217,6,8,2025,256.5,52
218197,217217,6,8,2025,266.475,50
218268,217217,6,8,2025,259.35,49
218289,217217,6,8,2025,262.2,46
218333,217217,6,8,2025,270.0375,52
218453,217217,6,8,2025,258.6375,49
218476,217217,6,8,2025,257.925,47
218494,217217,6,8,2025,270.0375,52
218515,217217,6,8,2025,256.5,49
218603,217217,6,8,2025,260.775,47
218876,217217,6,8,2025,266.475,52
218924,217217,6,8,2025,278.5875,53
218964,217217,6,8,2025,280.725,62
218989,217217,6,8,2025,270.0375,54
219012,217217,6,8,2025,270.0375,57
219050,217217,6,8,2025,257.2125,52
219132,217217,6,8,2025,270.0375,46
219246,217217,13,8,2025,266.475,33
219270,217217,13,8,2025,257.2125,29
219371,217217,13,8,2025,258.6375,31
219392,217217,13,8,2025,264.3375,35
219413,217217,13,8,2025,253.65,32
219537,217217,13,8,2025,267.1875,37
219607,217217,13,8,2025,280.0125,43
219630,217217,13,8,2025,261.4875,27
219654,217217,13,8,2025,245.8125,41
219753,217217,13,8,2025,262.2,33
219832,217217,13,8,2025,264.3375,39
219904,217217,13,8,2025,263.625,34
219925,217217,13,8,2025,257.2125,31
219969,217217,13,8,2025,250.8,34
220088,217217,13,8,2025,258.6375,37
220110,217217,13,8,2025,257.2125,35
220128,217217,13,8,2025,264.3375,37
220148,217217,13,8,2025,256.5,32
220236,217217,13,8,2025,256.5,33
220508,217217,13,8,2025,264.3375,37
220556,217217,13,8,2025,278.5875,38
220596,217217,13,8,2025,281.4375,40
220621,217217,13,8,2025,255.075,34
220644,217217,13,8,2025,262.9125,38
220682,217217,13,8,2025,258.6375,29
220764,217217,13,8,2025,263.625,31
220878,217217,20,8,2025,256.5,21
220902,217217,20,8,2025,260.0625,22
221002,217217,20,8,2025,251.5125,25
221023,217217,20,8,2025,262.2,29
221046,217217,20,8,2025,263.625,26
221169,217217,20,8,2025,267.1875,24
221240,217217,20,8,2025,282.15,23
221263,217217,20,8,2025,262.2,24
221287,217217,20,8,2025,265.05,23
221386,217217,20,8,2025,270.0375,21
221466,217217,20,8,2025,270.0375,15
221538,217217,20,8,2025,258.6375,15
221559,217217,20,8,2025,270.0375,15
221603,217217,20,8,2025,270.0375,17
221723,217217,20,8,2025,258.6375,15
221746,217217,20,8,2025,253.65,18
221764,217217,20,8,2025,270.0375,19
221784,217217,20,8,2025,256.5,20
221872,217217,20,8,2025,247.2375,24
222145,217217,20,8,2025,267.9,29
222193,217217,20,8,2025,279.3,24
222233,217217,20,8,2025,285.0,19
222258,217217,20,8,2025,270.0375,24
222281,217217,20,8,2025,252.225,35
222319,217217,20,8,2025,251.5125,28
222401,217217,20,8,2025,253.65,29
222515,217217,27,8,2025,259.35,27
222539,217217,27,8,2025,259.35,28
222640,217217,27,8,2025,265.7625,30
222661,217217,27,8,2025,252.225,29
222684,217217,27,8,2025,266.475,32
222808,217217,27,8,2025,264.3375,26
222880,217217,27,8,2025,276.45,22
222903,217217,27,8,2025,260.775,27
222927,217217,27,8,2025,254.3625,18
223026,217217,27,8,2025,266.475,23
223106,217217,27,8,2025,265.7625,23
223178,217217,27,8,2025,259.35,23
223199,217217,27,8,2025,255.7875,23
223242,217217,27,8,2025,260.775,22
223362,217217,27,8,2025,262.2,26
223385,217217,27,8,2025,270.0375,27
223403,217217,27,8,2025,257.925,23
223424,217217,27,8,2025,250.0875,28
223512,217217,27,8,2025,260.0625,31
223786,217217,27,8,2025,264.3375,28
223834,217217,27,8,2025,277.1625,27
223874,217217,27,8,2025,282.8625,25
223898,217217,27,8,2025,265.05,26
223921,217217,27,8,2025,255.7875,28
223959,217217,27,8,2025,260.775,18
224041,217217,27,8,2025,260.775,21
224156,217217,3,9,2025,259.35,33
224180,217217,3,9,2025,255.075,34
224280,217217,3,9,2025,260.775,35
224301,217217,3,9,2025,264.3375,38
224323,217217,3,9,2025,255.7875,35
224447,217217,3,9,2025,264.3375,36
224519,217217,3,9,2025,282.15,39
224542,217217,3,9,2025,264.3375,31
